,,,,,,Daily Price Report-01-01-2023 to 31-12-2023,,,,,
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,000.00","24,100.00","24,100.00",Rs./Quintal,29-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,800.00","23,900.00","23,900.00",Rs./Quintal,27-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,700.00","23,800.00","23,800.00",Rs./Quintal,26-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,500.00","23,600.00","23,600.00",Rs./Quintal,25-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,500.00","23,600.00","23,600.00",Rs./Quintal,24-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,000.00","23,100.00","23,100.00",Rs./Quintal,22-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,000.00","23,100.00","23,100.00",Rs./Quintal,21-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,600.00","22,700.00","22,700.00",Rs./Quintal,19-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,600.00","22,700.00","22,700.00",Rs./Quintal,18-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,600.00","22,700.00","22,700.00",Rs./Quintal,17-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,900.00","23,000.00","23,000.00",Rs./Quintal,15-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,900.00","23,000.00","23,000.00",Rs./Quintal,14-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,900.00","23,000.00","23,000.00",Rs./Quintal,13-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,000.00","23,100.00","23,100.00",Rs./Quintal,12-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,900.00","23,000.00","23,000.00",Rs./Quintal,11-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,900.00","23,000.00","23,000.00",Rs./Quintal,10-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,000.00","23,100.00","23,100.00",Rs./Quintal,09-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,000.00","23,100.00","23,100.00",Rs./Quintal,08-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,400.00","23,500.00","23,500.00",Rs./Quintal,06-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,900.00","24,000.00","24,000.00",Rs./Quintal,05-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,700.00","24,800.00","24,800.00",Rs./Quintal,04-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,700.00","24,800.00","24,800.00",Rs./Quintal,03-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,600.00","24,700.00","24,700.00",Rs./Quintal,01-07-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,600.00","24,700.00","24,700.00",Rs./Quintal,30-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,400.00","24,500.00","24,500.00",Rs./Quintal,28-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,400.00","24,500.00","24,500.00",Rs./Quintal,27-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,500.00","24,600.00","24,600.00",Rs./Quintal,26-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,300.00","24,400.00","24,400.00",Rs./Quintal,24-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,300.00","24,400.00","24,400.00",Rs./Quintal,23-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,400.00","24,500.00","24,500.00",Rs./Quintal,22-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,400.00","24,500.00","24,500.00",Rs./Quintal,21-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,300.00","24,400.00","24,400.00",Rs./Quintal,20-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,200.00","24,300.00","24,300.00",Rs./Quintal,19-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"24,200.00","24,300.00","24,300.00",Rs./Quintal,17-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,500.00","23,600.00","23,600.00",Rs./Quintal,16-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,700.00","23,800.00","23,800.00",Rs./Quintal,15-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,600.00","23,700.00","23,700.00",Rs./Quintal,14-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,400.00","23,500.00","23,500.00",Rs./Quintal,13-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,300.00","23,400.00","23,400.00",Rs./Quintal,12-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,300.00","23,400.00","23,400.00",Rs./Quintal,09-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,300.00","23,400.00","23,400.00",Rs./Quintal,08-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,200.00","23,300.00","23,300.00",Rs./Quintal,07-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,100.00","23,200.00","23,200.00",Rs./Quintal,06-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,100.00","23,200.00","23,200.00",Rs./Quintal,05-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,100.00","23,200.00","23,200.00",Rs./Quintal,03-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"23,000.00","24,000.00","24,000.00",Rs./Quintal,02-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,900.00","23,000.00","23,000.00",Rs./Quintal,01-06-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,800.00","22,900.00","22,900.00",Rs./Quintal,31-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,900.00","23,000.00","23,000.00",Rs./Quintal,30-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,900.00","23,000.00","23,000.00",Rs./Quintal,29-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,900.00","23,000.00","23,000.00",Rs./Quintal,27-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,800.00","22,900.00","22,900.00",Rs./Quintal,26-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,700.00","22,700.00","22,700.00",Rs./Quintal,25-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,24-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,23-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,600.00","22,700.00","22,700.00",Rs./Quintal,22-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,20-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,400.00","22,500.00","22,500.00",Rs./Quintal,19-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,18-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,300.00","22,400.00","22,400.00",Rs./Quintal,17-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,16-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,400.00","22,500.00","22,500.00",Rs./Quintal,15-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,400.00","22,500.00","22,500.00",Rs./Quintal,14-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,400.00","22,500.00","22,500.00",Rs./Quintal,11-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,400.00","22,500.00","22,500.00",Rs./Quintal,10-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,400.00","22,500.00","22,500.00",Rs./Quintal,09-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,08-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,06-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,05-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,04-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,300.00","22,400.00","22,400.00",Rs./Quintal,03-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,02-05-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,29-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,500.00","22,600.00","22,600.00",Rs./Quintal,28-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,300.00","22,400.00","22,400.00",Rs./Quintal,27-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"22,000.00","22,100.00","22,100.00",Rs./Quintal,25-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"21,900.00","22,000.00","22,000.00",Rs./Quintal,24-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"21,900.00","22,000.00","22,000.00",Rs./Quintal,23-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"21,800.00","21,900.00","21,900.00",Rs./Quintal,22-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"21,800.00","21,900.00","21,900.00",Rs./Quintal,21-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"21,800.00","22,800.00","22,800.00",Rs./Quintal,20-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"21,400.00","21,500.00","21,500.00",Rs./Quintal,19-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"21,300.00","21,400.00","21,400.00",Rs./Quintal,18-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,400.00","20,500.00","20,500.00",Rs./Quintal,17-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,400.00","20,500.00","20,500.00",Rs./Quintal,15-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,400.00","20,500.00","20,500.00",Rs./Quintal,14-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,400.00","20,500.00","20,500.00",Rs./Quintal,13-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,400.00","20,500.00","20,500.00",Rs./Quintal,12-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,400.00","20,500.00","20,500.00",Rs./Quintal,11-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,400.00","20,500.00","20,500.00",Rs./Quintal,10-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,400.00","20,500.00","20,500.00",Rs./Quintal,08-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,900.00","20,000.00","20,000.00",Rs./Quintal,06-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,900.00","20,000.00","20,000.00",Rs./Quintal,05-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,800.00","19,900.00","19,900.00",Rs./Quintal,04-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,400.00","19,500.00","19,500.00",Rs./Quintal,03-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,400.00","19,500.00","19,500.00",Rs./Quintal,01-04-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,300.00","19,400.00","19,400.00",Rs./Quintal,31-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,300.00","19,400.00","19,400.00",Rs./Quintal,30-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,200.00","19,300.00","19,300.00",Rs./Quintal,28-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,200.00","19,300.00","19,300.00",Rs./Quintal,27-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,100.00","19,200.00","19,200.00",Rs./Quintal,25-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,500.00","19,600.00","19,600.00",Rs./Quintal,24-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,300.00","19,400.00","19,400.00",Rs./Quintal,23-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,400.00","19,500.00","19,500.00",Rs./Quintal,22-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,400.00","19,500.00","19,500.00",Rs./Quintal,21-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,600.00","19,700.00","19,700.00",Rs./Quintal,20-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,800.00","19,900.00","19,900.00",Rs./Quintal,18-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,800.00","19,900.00","19,900.00",Rs./Quintal,17-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,800.00","19,900.00","19,900.00",Rs./Quintal,16-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,900.00","20,000.00","20,000.00",Rs./Quintal,15-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"11,900.00","20,000.00","20,000.00",Rs./Quintal,14-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,900.00","20,000.00","20,000.00",Rs./Quintal,13-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,100.00","20,200.00","20,200.00",Rs./Quintal,10-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,100.00","20,200.00","20,200.00",Rs./Quintal,09-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,200.00","20,300.00","20,300.00",Rs./Quintal,08-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,200.00","20,300.00","20,300.00",Rs./Quintal,07-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,200.00","20,300.00","20,300.00",Rs./Quintal,06-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,200.00","20,300.00","20,300.00",Rs./Quintal,04-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,100.00","20,200.00","20,200.00",Rs./Quintal,03-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,100.00","20,200.00","20,200.00",Rs./Quintal,02-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"20,100.00","20,200.00","20,200.00",Rs./Quintal,01-03-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"11,900.00","12,000.00","12,000.00",Rs./Quintal,28-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,900.00","20,000.00","20,000.00",Rs./Quintal,27-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,900.00","20,000.00","20,000.00",Rs./Quintal,25-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,200.00","19,300.00","19,300.00",Rs./Quintal,24-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"19,300.00","19,400.00","19,400.00",Rs./Quintal,23-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"18,800.00","18,900.00","18,900.00",Rs./Quintal,22-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"18,700.00","18,800.00","18,800.00",Rs./Quintal,21-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"18,400.00","18,500.00","18,500.00",Rs./Quintal,20-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"18,400.00","18,500.00","18,500.00",Rs./Quintal,17-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"18,300.00","18,400.00","18,400.00",Rs./Quintal,16-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"18,200.00","18,300.00","18,300.00",Rs./Quintal,15-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"18,100.00","18,200.00","18,200.00",Rs./Quintal,14-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,800.00","17,900.00","17,900.00",Rs./Quintal,13-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,900.00","18,000.00","18,000.00",Rs./Quintal,11-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,700.00","17,800.00","17,800.00",Rs./Quintal,10-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,700.00","17,800.00","17,800.00",Rs./Quintal,09-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,700.00","17,800.00","17,800.00",Rs./Quintal,08-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,700.00","17,800.00","17,800.00",Rs./Quintal,07-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,700.00","17,800.00","17,800.00",Rs./Quintal,06-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,600.00","17,700.00","17,700.00",Rs./Quintal,04-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,600.00","17,700.00","17,700.00",Rs./Quintal,03-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,200.00","17,300.00","17,300.00",Rs./Quintal,02-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"17,100.00","17,200.00","17,200.00",Rs./Quintal,01-02-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"16,700.00","16,800.00","16,800.00",Rs./Quintal,31-01-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"16,700.00","16,800.00","16,800.00",Rs./Quintal,30-01-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"16,300.00","16,400.00","16,400.00",Rs./Quintal,29-01-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"16,300.00","16,400.00","16,400.00",Rs./Quintal,28-01-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"16,200.00","16,300.00","16,300.00",Rs./Quintal,27-01-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"16,200.00","16,300.00","16,300.00",Rs./Quintal,26-01-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"16,100.00","16,200.00","16,200.00",Rs./Quintal,25-01-2023
Kerala,Wayanad,Kalpetta APMC,Beverages,Coffee,Other,FAQ,"16,100.00","16,200.00","16,200.00",Rs./Quintal,24-01-2023
